ensimmaisetnovellit/ensimmaisetnovellit_0000.wav|I. Siihen aikaan, kun isä lampun osti, sanoi hän äidille näinikään: --Äiti hoi, kuulehan,--|I. Siihen aikaan, kun isä lampun osti, sanoi hän äidille näinikään: --Äiti hoi, kuulehan,--|7.43
ensimmaisetnovellit/ensimmaisetnovellit_0323.wav|vaikka Kalle lähenee ja koiran kanssa tullessaan telmii.|vaikka Kalle lähenee ja koiran kanssa tullessaan telmii.|5.51
ensimmaisetnovellit/ensimmaisetnovellit_0324.wav|Eikä hän päätänsä käännä sittenkään, vaikka Kalle aivan vieressä yhä Vahdin kanssa mellastelee. Vähän hän kuitenkin sitä kääntää,|Eikä hän päätänsä käännä sittenkään, vaikka Kalle aivan vieressä yhä Vahdin kanssa mellastelee. Vähän hän kuitenkin sitä kääntää,|8.82
ensimmaisetnovellit/ensimmaisetnovellit_0325.wav|niin vähän, että vain parahiksi saattaa sanoa hyvin kuivalla ja välinpitämättömällä äänellä:--Ka, hyvää päivää--|niin vähän, että vain parahiksi saattaa sanoa hyvin kuivalla ja välinpitämättömällä äänellä:--Ka, hyvää päivää--|9.61
ensimmaisetnovellit/ensimmaisetnovellit_0326.wav|sinäkö se oletkin, minä luulin, että kuka se on.--Sitten hän kääntää päänsä pois ja alkaa taas hyräillä itsekseen.--Päivää, päivää!|sinäkö se oletkin, minä luulin, että kuka se on.--Sitten hän kääntää päänsä pois ja alkaa taas hyräillä itsekseen.--Päivää, päivää!|9.95
ensimmaisetnovellit/ensimmaisetnovellit_0327.wav|vastaa Kalle, mutta pelailee vain sillä välin vielä koiran kanssa.--Vahti seh! anna vieraan olla rauhassa!--|vastaa Kalle, mutta pelailee vain sillä välin vielä koiran kanssa.--Vahti seh! anna vieraan olla rauhassa!--|8.94
ensimmaisetnovellit/ensimmaisetnovellit_0328.wav|Vahti hyppää Annun luo, nuolaisee häntä poskelle ja laukata kaapaisee siitä häntä suorana pihaan,|Vahti hyppää Annun luo, nuolaisee häntä poskelle ja laukata kaapaisee siitä häntä suorana pihaan,|7.46
ensimmaisetnovellit/ensimmaisetnovellit_0329.wav|jossa vasikat ensin hyppäävät mörähtäen askeleen syrjään, mutta seisahtuvat siihen ja|jossa vasikat ensin hyppäävät mörähtäen askeleen syrjään, mutta seisahtuvat siihen ja|6.61
ensimmaisetnovellit/ensimmaisetnovellit_0330.wav|märehtivät sitten taas yhtä rauhallisesti kuin ennenkin. --Minkä tähden sinä niin kauan viivyit? --|märehtivät sitten taas yhtä rauhallisesti kuin ennenkin. --Minkä tähden sinä niin kauan viivyit? --|8.39
ensimmaisetnovellit/ensimmaisetnovellit_0331.wav|Mikä lie isäntään tänä iltana mennyt, kun se ei maata lähtenytkään. Sinne se vain jäi istumaan ja isäsi jäi kanssa.|Mikä lie isäntään tänä iltana mennyt, kun se ei maata lähtenytkään. Sinne se vain jäi istumaan ja isäsi jäi kanssa.|8.53
ensimmaisetnovellit/ensimmaisetnovellit_0332.wav|Porstuasta kuulin, että ne siellä jotakin juttelivat. Meitä oli monta miestä, jotka olisimme odottaneet isännän maata menoa,|Porstuasta kuulin, että ne siellä jotakin juttelivat. Meitä oli monta miestä, jotka olisimme odottaneet isännän maata menoa,|9.18
ensimmaisetnovellit/ensimmaisetnovellit_0333.wav|mutta kun ei siitä valmista tullut, niin ajattelin minä, että kun näkee, niin nähköön,|mutta kun ei siitä valmista tullut, niin ajattelin minä, että kun näkee, niin nähköön,|6.68
ensimmaisetnovellit/ensimmaisetnovellit_0334.wav|ja sitten päästiin kuin päästiinkin hiipimällä pois. Maantiellä oli kaikki kylän hevoset, me hyppäsimme selkään ja ann' mennä vain!|ja sitten päästiin kuin päästiinkin hiipimällä pois. Maantiellä oli kaikki kylän hevoset, me hyppäsimme selkään ja ann' mennä vain!|9.54
ensimmaisetnovellit/ensimmaisetnovellit_0335.wav|Teidän tienhaarassa käännytettiin hevoset takaisin, lyötiin kämmeniä yhteen ja monen miehen parkaistiin--mutta sitähän minun piti, että|Teidän tienhaarassa käännytettiin hevoset takaisin, lyötiin kämmeniä yhteen ja monen miehen parkaistiin--mutta sitähän minun piti, että|8.82
ensimmaisetnovellit/ensimmaisetnovellit_0336.wav|meidän isäntä kuuluu lähtevän emäntäperiin. Se poika se kuuluu taas alkavan kosia, kuulemma. --Joko taas?--|meidän isäntä kuuluu lähtevän emäntäperiin. Se poika se kuuluu taas alkavan kosia, kuulemma. --Joko taas?--|9.67
ensimmaisetnovellit/ensimmaisetnovellit_0337.wav|Ja kirkonmäelläkö niinkuin aina ennenkin, lukkari puhemiehenä? --Senpähän sitten näkee, mutta|Ja kirkonmäelläkö niinkuin aina ennenkin, lukkari puhemiehenä? --Senpähän sitten näkee, mutta|7.23
ensimmaisetnovellit/ensimmaisetnovellit_0338.wav|tosi sillä vain mielessä kuuluu olevan. Meidän Tiina sanoi kuhilaan takana kuulleensa, että hän oli isäsi kanssa sinusta puheita pitänyt. --|tosi sillä vain mielessä kuuluu olevan. Meidän Tiina sanoi kuhilaan takana kuulleensa, että hän oli isäsi kanssa sinusta puheita pitänyt. --|9.93
ensimmaisetnovellit/ensimmaisetnovellit_0339.wav|No, mitäs isä oli sanonut? --Luvanneen kuului, jos itse tahdot. --Mitäs, jos tahtoisin? --Onhan meidän isäntä vielä poikamies-- --J|No, mitäs isä oli sanonut? --Luvanneen kuului, jos itse tahdot. --Mitäs, jos tahtoisin? --Onhan meidän isäntä vielä poikamies-- --J|9.93
ensimmaisetnovellit/ensimmaisetnovellit_0340.wav|a vielä tuoreimmassa iässään-- --Vaikka jo viideskymmen alulla-- --Mutta se on siivoluontoinen ja hyvälukuinen-- --|a vielä tuoreimmassa iässään-- --Vaikka jo viideskymmen alulla-- --Mutta se on siivoluontoinen ja hyvälukuinen-- --|8.26
ensimmaisetnovellit/ensimmaisetnovellit_0341.wav|Ja veisatakin osaa. --Eikä käy yöjalassakaan, niinkuin sinä. --Mutta huomenna se tulee sinun luoksesi ja kihlat tarjoo--|Ja veisatakin osaa. --Eikä käy yöjalassakaan, niinkuin sinä. --Mutta huomenna se tulee sinun luoksesi ja kihlat tarjoo--|9.13
ensimmaisetnovellit/ensimmaisetnovellit_0342.wav|mitäs sanot? --Senpähän saat sitten kuulla. Kotvan aikaa siinä vielä puhelivat tämmöistä|mitäs sanot? --Senpähän saat sitten kuulla. Kotvan aikaa siinä vielä puhelivat tämmöistä|7.16
ensimmaisetnovellit/ensimmaisetnovellit_0343.wav|ja muuta myöskin kesäyön tyvenessä hämärässä, ja kiireesti kulkivat hauskat hetket.|ja muuta myöskin kesäyön tyvenessä hämärässä, ja kiireesti kulkivat hauskat hetket.|7.42
ensimmaisetnovellit/ensimmaisetnovellit_0344.wav|Mutta ei Kalle kauan tahtonut viipyä,|Mutta ei Kalle kauan tahtonut viipyä,|3.12
ensimmaisetnovellit/ensimmaisetnovellit_0345.wav|sillä pitihän hänen olla kotona, ennenkuin päivä valkenisi.|sillä pitihän hänen olla kotona, ennenkuin päivä valkenisi.|9.02
ensimmaisetnovellit/ensimmaisetnovellit_0346.wav|III. Tummaa tietänsä käveli Kalle takaisin. Hiljainen yöllinen tuuli|III. Tummaa tietänsä käveli Kalle takaisin. Hiljainen yöllinen tuuli|8.49
ensimmaisetnovellit/ensimmaisetnovellit_0347.wav|oli alkanut hengitellä ja työntänyt pilvilöitä kirkkaan taivaankannen eteen, eikä nyt enää yhtään tähtöstä näkynyt.|oli alkanut hengitellä ja työntänyt pilvilöitä kirkkaan taivaankannen eteen, eikä nyt enää yhtään tähtöstä näkynyt.|8.63
ensimmaisetnovellit/ensimmaisetnovellit_0348.wav|Melkeinpä pilkkopimeässä kulki nyt Kalle, kulki ensin polkua myöten kesantopellon halki, sitten kolean kivikkoahon poikki|Melkeinpä pilkkopimeässä kulki nyt Kalle, kulki ensin polkua myöten kesantopellon halki, sitten kolean kivikkoahon poikki|9.92
ensimmaisetnovellit/ensimmaisetnovellit_0349.wav|ja viiletteli viimein tuota mukavampaa metsätietä myöten, joka maantielle saattoi. Vähän aikaa kulettuaan|ja viiletteli viimein tuota mukavampaa metsätietä myöten, joka maantielle saattoi. Vähän aikaa kulettuaan|9.86
ensimmaisetnovellit/ensimmaisetnovellit_0350.wav|seisahtui hän ja kuulosti. --Mikä peijakas siellä veisaa, vai korvaniko tilliä soivat|seisahtui hän ja kuulosti. --Mikä peijakas siellä veisaa, vai korvaniko tilliä soivat|8.69
ensimmaisetnovellit/ensimmaisetnovellit_0351.wav|Eivätpä hänen korvansa kuitenkaan tilliä soineet, sillä yhä selkeni lähenevä ääni,|Eivätpä hänen korvansa kuitenkaan tilliä soineet, sillä yhä selkeni lähenevä ääni,|6.21
ensimmaisetnovellit/ensimmaisetnovellit_0352.wav|ja pian erotti kuunteleva mies tutun virren nuotin, tunsi hetken päästä äänenkin, tunsi sen virsikkään isäntänsä,|ja pian erotti kuunteleva mies tutun virren nuotin, tunsi hetken päästä äänenkin, tunsi sen virsikkään isäntänsä,|9.74
ensimmaisetnovellit/ensimmaisetnovellit_0353.wav|Sipolan Aapon, omaksi ääneksi. Ensin hän hetkahti kuin pelästynyt varsa,|Sipolan Aapon, omaksi ääneksi. Ensin hän hetkahti kuin pelästynyt varsa,|8.61
ensimmaisetnovellit/ensimmaisetnovellit_0354.wav|mutta sitten muisti, että onhan nyt pimeä.--Mutta minnehän nyt isäntä yöllä kulkee--eihän vain?--|mutta sitten muisti, että onhan nyt pimeä.--Mutta minnehän nyt isäntä yöllä kulkee--eihän vain?--|7.78
ensimmaisetnovellit/ensimmaisetnovellit_0355.wav|ja nyt oli kaikki selvillä. Ja kun valkeat housut puiden välistä vilahtivat,|ja nyt oli kaikki selvillä. Ja kun valkeat housut puiden välistä vilahtivat,|6.67
ensimmaisetnovellit/ensimmaisetnovellit_0356.wav|hyppäsi Kalle koppina polulta metsään ja parkaisi julmalla äänellä.|hyppäsi Kalle koppina polulta metsään ja parkaisi julmalla äänellä.|6.81
ensimmaisetnovellit/ensimmaisetnovellit_0357.wav|Tulijasta oli matka metsätien hiljaisessa synkeydessä alkanut tuntua vähän oudolta, semminkin|Tulijasta oli matka metsätien hiljaisessa synkeydessä alkanut tuntua vähän oudolta, semminkin|7.35
ensimmaisetnovellit/ensimmaisetnovellit_0358.wav|kun hän nyt tiesi tekevänsä sitä, mistä aina ennen oli väkeänsä kovasti kieltänyt. Senpä vuoksi|kun hän nyt tiesi tekevänsä sitä, mistä aina ennen oli väkeänsä kovasti kieltänyt. Senpä vuoksi|7.3
ensimmaisetnovellit/ensimmaisetnovellit_0359.wav|ja ehkäpä vähän rosvojenkin pelosta oli hän alottanut virren. Mutta kurkkuunpa katkesi juuri lähtemäisillään oleva sävel|ja ehkäpä vähän rosvojenkin pelosta oli hän alottanut virren. Mutta kurkkuunpa katkesi juuri lähtemäisillään oleva sävel|9.5
ensimmaisetnovellit/ensimmaisetnovellit_0360.wav|ja yhtä katkonaisesti siihen metsän seurakunta tuolta kaukaa vaaran kylestä vastasi. Kauhistuksen kamalalla äänellä|ja yhtä katkonaisesti siihen metsän seurakunta tuolta kaukaa vaaran kylestä vastasi. Kauhistuksen kamalalla äänellä|8.61
ensimmaisetnovellit/ensimmaisetnovellit_0361.wav|kirkaisi hirmuisesti säikähtynyt mies ja oli siihen paikkaansa istuilleen typertyä.|kirkaisi hirmuisesti säikähtynyt mies ja oli siihen paikkaansa istuilleen typertyä.|6.86
ensimmaisetnovellit/ensimmaisetnovellit_0362.wav|Mutta sai hän kuitenkin siksi luontoaan lyödyksi, että osasi hänkin tien viereen hypätä.|Mutta sai hän kuitenkin siksi luontoaan lyödyksi, että osasi hänkin tien viereen hypätä.|7.57
ensimmaisetnovellit/ensimmaisetnovellit_0363.wav|Kova läähätys kuului sieltä nauruaan pidättelevän Kallen korvaan,|Kova läähätys kuului sieltä nauruaan pidättelevän Kallen korvaan,|4.49
ensimmaisetnovellit/ensimmaisetnovellit_0364.wav|ja itse tunsi isäntä, että housunsa melkoisesti lepattivat vapisevia sääriä vasten.|ja itse tunsi isäntä, että housunsa melkoisesti lepattivat vapisevia sääriä vasten.|6.85
ensimmaisetnovellit/ensimmaisetnovellit_0365.wav|Vastakkain seisoivat siinä nyt toinen toisella puolen tietä isäntä ja hänen renkinsä.--Kovasti pelotti Aapoa,|Vastakkain seisoivat siinä nyt toinen toisella puolen tietä isäntä ja hänen renkinsä.--Kovasti pelotti Aapoa,|9.12
ensimmaisetnovellit/ensimmaisetnovellit_0366.wav|sillä muisti hän tämäniltaiset rosvotarinat ja arveli tuolla mustien puitten takana metsäläisten väijyvän.|sillä muisti hän tämäniltaiset rosvotarinat ja arveli tuolla mustien puitten takana metsäläisten väijyvän.|8.15
ensimmaisetnovellit/ensimmaisetnovellit_0367.wav|Ajatteli hän ensin jo pakoonkin lähteä, mutta uskallus petti, sydänala kovin pelosta temmelsi|Ajatteli hän ensin jo pakoonkin lähteä, mutta uskallus petti, sydänala kovin pelosta temmelsi|7.7
ensimmaisetnovellit/ensimmaisetnovellit_0368.wav|ja jalka ei ottanut totellaksensa. Ja sitten hän jäi paikalleen seisomaan ja tuumi, että ehkä olisikin parasta, jos ei liikkuisi.|ja jalka ei ottanut totellaksensa. Ja sitten hän jäi paikalleen seisomaan ja tuumi, että ehkä olisikin parasta, jos ei liikkuisi.|9.86
ensimmaisetnovellit/ensimmaisetnovellit_0369.wav|Puukkonsa hän kuitenkin tupestansa sujutti ja painoi sen petäjän kaarnaan, jotta se paremmin käsillä olisi,|Puukkonsa hän kuitenkin tupestansa sujutti ja painoi sen petäjän kaarnaan, jotta se paremmin käsillä olisi,|7.22
ensimmaisetnovellit/ensimmaisetnovellit_0370.wav|jos niiksi tulisi. Mutta Kallesta alkoi tämä piilosilla olo jo tuntua ikävältä. Hän kohosi suoraksi ja|jos niiksi tulisi. Mutta Kallesta alkoi tämä piilosilla olo jo tuntua ikävältä. Hän kohosi suoraksi ja|9.99
ensimmaisetnovellit/ensimmaisetnovellit_0371.wav|kysyi kovin rosvon äänellä: »Onko siellä jänis vai mies siellä kuusen juurella?»--»Jäniskö siellä on vai mies»|kysyi kovin rosvon äänellä: Onko siellä jänis vai mies siellä kuusen juurella? -- Jäniskö siellä on vai mies|9.02
ensimmaisetnovellit/ensimmaisetnovellit_0372.wav|mörisi Kalle uudelleen, kun ei vastausta kuulunut. Mutta ei Aapo nytkään saanut ääneen.|mörisi Kalle uudelleen, kun ei vastausta kuulunut. Mutta ei Aapo nytkään saanut ääneen.|7.79
ensimmaisetnovellit/ensimmaisetnovellit_0373.wav|Silloin Kalle kaivoi tulukset taskustaan ja iski. »Tottapa se on jänis--ja jänis on ammuttava»,|Silloin Kalle kaivoi tulukset taskustaan ja iski. Tottapa se on jänis--ja jänis on ammuttava ,|7.93
ensimmaisetnovellit/ensimmaisetnovellit_0374.wav|tuumasi hän ja iski uudelleen, että säkenet kauaksi säihkyivät pimeässä.--Nyt Aapo jo lähti.|tuumasi hän ja iski uudelleen, että säkenet kauaksi säihkyivät pimeässä.--Nyt Aapo jo lähti.|8.62
ensimmaisetnovellit/ensimmaisetnovellit_0375.wav|Hän luuli, että häntä piilukolla aiotaan ampua tuohon vain noin niinkuin jänistä makuuseen. --|Hän luuli, että häntä piilukolla aiotaan ampua tuohon vain noin niinkuin jänistä makuuseen. --|8.68
ensimmaisetnovellit/ensimmaisetnovellit_0376.wav|Mies minä olen--ei pidä ampua, mieshän minä olen, rukoili hän surkealla äänellä, mutta kun Kalle vain yhä iski eikä helpottanut,|Mies minä olen--ei pidä ampua, mieshän minä olen, rukoili hän surkealla äänellä, mutta kun Kalle vain yhä iski eikä helpottanut,|8.22
ensimmaisetnovellit/ensimmaisetnovellit_0377.wav|niin sai kuoleman kauhistus hänen säärensä viimeinkin liikkeelle. »Ehkä se ei laukeakaan», ennätti hän ajatella ja|niin sai kuoleman kauhistus hänen säärensä viimeinkin liikkeelle. Ehkä se ei laukeakaan , ennätti hän ajatella ja|9.06
ensimmaisetnovellit/ensimmaisetnovellit_0378.wav|kursaisi viidakosta polkua kohti. Sille kerran päästyään kirmaisi hän eteenpäin kuin hullautunut hevonen.|kursaisi viidakosta polkua kohti. Sille kerran päästyään kirmaisi hän eteenpäin kuin hullautunut hevonen.|9.14
ensimmaisetnovellit/ensimmaisetnovellit_0379.wav|Kalle jäi paikoilleen polviaan pidellen nauramaan, sytytti sitten piippunsa ja kuuli vielä kaukaa, kuinka maa jymisi ja|Kalle jäi paikoilleen polviaan pidellen nauramaan, sytytti sitten piippunsa ja kuuli vielä kaukaa, kuinka maa jymisi ja|8.58
ensimmaisetnovellit/ensimmaisetnovellit_0380.wav|oksat katkeilivat pakenevan miehen jalkojen alla. Kerran vauhtiinsa päästyään|oksat katkeilivat pakenevan miehen jalkojen alla. Kerran vauhtiinsa päästyään|7.31
ensimmaisetnovellit/ensimmaisetnovellit_0381.wav|kiiti tuo vakainen mies vihurina eteenpäin ja tuntui hänestä kuin pyssy joka hetki hänen peräänsä laukeaisi.--|kiiti tuo vakainen mies vihurina eteenpäin ja tuntui hänestä kuin pyssy joka hetki hänen peräänsä laukeaisi.--|8.62
ensimmaisetnovellit/ensimmaisetnovellit_0382.wav|Vihdoin seisautti hän kuitenkin menonsa, kun metsätie loppui ja hän joutui sille aukealle aholle,|Vihdoin seisautti hän kuitenkin menonsa, kun metsätie loppui ja hän joutui sille aukealle aholle,|7.26
ensimmaisetnovellit/ensimmaisetnovellit_0383.wav|jonka toisesta laidasta pellon takaa kuumotti hänen matkansa määrä, Tuomaalan mökki.|jonka toisesta laidasta pellon takaa kuumotti hänen matkansa määrä, Tuomaalan mökki.|8.14
ensimmaisetnovellit/ensimmaisetnovellit_0384.wav|Ankarasti läähättäen pysähtyi hän nyt ja katsoi taakseen. Mutta ei sieltä ketään näkynyt, ei muuta kuin tuo musta tiensuu,|Ankarasti läähättäen pysähtyi hän nyt ja katsoi taakseen. Mutta ei sieltä ketään näkynyt, ei muuta kuin tuo musta tiensuu,|8.08
ensimmaisetnovellit/ensimmaisetnovellit_0385.wav|josta hän vasta oli itse hyökännyt. Eikä hiiskaustakaan, ei muuta kuin hänen omain keuhkojensa valtava lietsonta--|josta hän vasta oli itse hyökännyt. Eikä hiiskaustakaan, ei muuta kuin hänen omain keuhkojensa valtava lietsonta--|8.26
ensimmaisetnovellit/ensimmaisetnovellit_0386.wav|ja vähitellen siinä kivelle istuutuen rauhoittui mies.|ja vähitellen siinä kivelle istuutuen rauhoittui mies.|6.15
ensimmaisetnovellit/ensimmaisetnovellit_0387.wav|Mutta panipa hän nyt paitansa napin kiinni, joka juoksun temmellyksessä oli auennut, asetti hattunsa oikealle kantilleen|Mutta panipa hän nyt paitansa napin kiinni, joka juoksun temmellyksessä oli auennut, asetti hattunsa oikealle kantilleen|8.62
ensimmaisetnovellit/ensimmaisetnovellit_0388.wav|ja lähti mökkiä lähenemään. Pellolla hyökkäsi häntä vastaan Vahti ärhentelevällä haukunnalla ja|ja lähti mökkiä lähenemään. Pellolla hyökkäsi häntä vastaan Vahti ärhentelevällä haukunnalla ja|7.44
ensimmaisetnovellit/ensimmaisetnovellit_0389.wav|pauhasi sitten hänen kintereillään aitoille asti. Mutta Aapon rinnassa sykähti nyt rohkeus ja päättäväisyys,|pauhasi sitten hänen kintereillään aitoille asti. Mutta Aapon rinnassa sykähti nyt rohkeus ja päättäväisyys,|8.56
ensimmaisetnovellit/ensimmaisetnovellit_0390.wav|eikä hän koiria pelännyt. Annu oli arvannut Vahdin haukunnasta vieraan tulon ja istuutunut eloaitan kynnykselle.|eikä hän koiria pelännyt. Annu oli arvannut Vahdin haukunnasta vieraan tulon ja istuutunut eloaitan kynnykselle.|9.89
ensimmaisetnovellit/ensimmaisetnovellit_0391.wav|Aapo oli tullessaan miettinyt hyvinkin koreita pyrkiäispuheita, mutta kun hän nyt Annun ulkona näki eikä niitä puheita tarvittukaan,|Aapo oli tullessaan miettinyt hyvinkin koreita pyrkiäispuheita, mutta kun hän nyt Annun ulkona näki eikä niitä puheita tarvittukaan,|9.72
ensimmaisetnovellit/ensimmaisetnovellit_0392.wav|joutui hän kokonaan hämmennyksiin ja osasi tuskin tervehdystään toivottaa. --Hyvää iltaa, isäntä--|joutui hän kokonaan hämmennyksiin ja osasi tuskin tervehdystään toivottaa. --Hyvää iltaa, isäntä--|9.13
ensimmaisetnovellit/ensimmaisetnovellit_0393.wav|minnekäs se on isännällä matka näin öiseen aikaan? sanoi Annu. --Eipähän juuri--eipähän tuota--|minnekäs se on isännällä matka näin öiseen aikaan? sanoi Annu. --Eipähän juuri--eipähän tuota--|7.35
